episode,reward
798,-11.533141170143674
799,-9.109400844414882
800,-9.295142885756182
801,-2.505130823743944
802,-9.480697145462317
803,-16.365382252604213
804,-19.797359377961868
805,-15.420777524242089
806,-19.63997450822394
807,-24.34460855021676
808,-2.324122456599046
809,-9.494221893009978
810,-19.608773017405902
811,-2.499094445804731
812,-19.63997450822394
813,-16.610360174466706
814,-9.243720257230024
815,-19.730239217829126
816,-24.568365876346856
817,-2.401086954948749
818,-2.4462734707848357
819,-15.738925135392108
820,-19.936788486055335
821,-2.49393506788051
822,-16.344434725633413
823,-2.537074624819105
824,-15.680266524221114
825,-19.463763938288814
826,-2.420671692570926
827,-15.504037317444661
828,-19.652968398021475
829,-23.93185232508776
830,-2.576478375698113
831,-2.2688994396476807
832,-2.369191437788013
833,-9.055409250078872
834,-2.2647640021331483
835,-19.901002170935634
836,-19.869019901391585
837,-19.623230935060846
838,-2.174252017369943
839,-2.3660058318231827
840,-19.77752967960832
841,-9.517089646363008
842,-15.954858979473503
843,-19.83954306221692
844,-4.26402458546815
845,-4.691782232904002
846,-4.813672778324968
847,-3.9894081574438287
848,-2.259718631339459
849,-19.82298929433756
850,-16.83467486429302
851,-19.66916507735028
852,-19.97665160682409
853,-32.84980518191522
854,-4.728936091739775
855,-11.658906936230913
856,-19.63997450822394
857,-5.328230767376844
858,-5.196749167195455
859,-15.962019177383317
860,-20.31682016016206
861,-29.137915760163228
862,-19.727928910281992
863,-5.310436159348391
864,-28.513297729798225
865,-33.8651857836334
866,-15.503581020885383
867,-19.747161232844228
868,-22.86087269064228
869,-9.280653999026919
870,-4.704619294888593
871,-9.644970996101137
872,-3.9235555074238926
873,-3.3124305028472647
874,-2.745075959161263
875,-15.798831935434471
876,-15.340830082097956
877,-15.553944829026017
878,-15.161850853032993
879,-16.204915979540555
880,-15.295641139918636
881,-6.075461006278971
882,-19.63997450822394
883,-9.143924426325142
884,-5.397210955834936
885,-19.76287708858446
886,-15.492129312418681
887,-5.519945738517016
888,-5.663342118617113
889,-5.0895894321295945
890,-9.205417705995435
891,-5.16810855945379
892,-24.691744055222415
893,-16.03070920169748
894,-19.873552801348936
895,-15.902549942183843
896,-15.918911909507942
897,-15.809938142288336
898,-5.609872149514703
899,-4.475624468762897
900,-15.46164231952428
901,-5.7358069316545475
902,-4.304768147608594
903,-2.2198190220726475
904,-19.925325309149713
905,-9.64176055290304
906,-20.963347937965878
907,-9.663614298519134
908,-3.7734227873443156
909,-11.588547357871517
910,-2.270688414410456
911,-19.754150536186042
912,-2.151941173503161
913,-9.253584662940147
914,-25.048954785637182
915,-16.153873944477265
916,-9.669442938190716
917,-14.711513991608621
918,-19.712054060060353
919,-9.29888968398993
920,-15.142503672568205
921,-19.922838544571643
922,-15.445393721627012
923,-9.285883588180242
924,-1.8713192178602005
925,-2.058662600361325
926,-19.569339499141055
927,-15.97716923978184
928,-9.323447961933798
929,-9.280040126627704
930,-27.932389017933236
931,-15.04212760901492
932,-15.123617174611288
933,-9.448329704481974
934,-15.861272699225518
935,-9.82220158475005
936,-20.494819072738103
937,-2.2259060861286293
938,-2.2073479401979252
939,-9.218135262139834
940,-16.56761660315924
941,-15.258532760379559
942,-10.47691219086849
943,-19.661489209134373
944,-12.568156452144242
945,-2.1872480704404467
946,-2.3444475629183916
947,-19.841375576719173
948,-2.2956571754170674
949,-19.623230935060846
950,-12.151699405085672
951,-2.080462742739052
952,-9.202178331293991
953,-15.858994488480636
954,-10.51909410435524
955,-19.776027193760235
956,-15.590625386651755
957,-9.338734404295616
958,-15.866593181435233
959,-19.663275029903662
960,-9.238209558171292
961,-2.336131682903015
962,-12.323550113406704
963,-19.63997450822394
964,-2.33539413751292
965,-19.58823687279069
966,-15.972456495951201
967,-16.319711850828536
968,-11.395072357460435
969,-20.01486630094202
970,-2.2552338487048083
971,-9.216523716537614
972,-10.325800600122646
973,-9.21391958988074
974,-11.287584642658375
975,-2.179999935538105
976,-2.2142263253058
